ID_UEV,street_number,postal_code,Error_Code,Price,Consumption
2005307,11710,H1E 3H8,0,"3,790",36040
2106634,8055,H1E 1M6,0,380,2550
2106634,8055,H1E 1M6,0,380,2630
2106634,8055,H1E 1M6,0,610,5690
2106634,8055,H1E 1M6,0,550,4830
2106634,8055,H1E 1M6,0,320,1760
2106634,8055,H1E 1M6,0,400,2780
2106634,8055,H1E 1M6,0,350,2200
2106634,8055,H1E 1M6,0,570,5100
2106634,8055,H1E 1M6,0,360,2250
2043562,12055,H1E 3Z2,0,"3,420",33140
2144795,12057,H1E 7G7,0,"3,610",34750
2105629,8424,H1E 4C3,0,"1,020",10460
2105629,8424,H1E 4C3,0,"1,020",10460
2108039,8710,H1E 3L1,0,410,2970
2105629,8424,H1E 4C3,0,"1,020",10460
2108039,8710,H1E 3L1,0,410,2970
2106541,8095,H1E 3E3,0,930,9870
2105629,8424,H1E 4C3,0,"1,020",10460
2108039,8710,H1E 3L1,0,410,2970
2106541,8095,H1E 3E3,0,930,9870
2108046,8511,H1E 5R5,0,"2,760",27320
2105629,8424,H1E 4C3,0,"1,020",10460
2108039,8710,H1E 3L1,0,410,2970
2106541,8095,H1E 3E3,0,930,9870
2108046,8511,H1E 5R5,0,"2,760",27320
2004642,12120,H1E 6A4,0,"1,870",18540
2105629,8424,H1E 4C3,0,"1,020",10460
2108039,8710,H1E 3L1,0,410,2970
2106541,8095,H1E 3E3,0,930,9870
2108046,8511,H1E 5R5,0,"2,760",27320
2004642,12120,H1E 6A4,0,"1,870",18540
2106614,8399,H1E 3B5,0,740,7360
2105629,8424,H1E 4C3,0,"1,020",10460
2108039,8710,H1E 3L1,0,410,2970
2106541,8095,H1E 3E3,0,930,9870
2108046,8511,H1E 5R5,0,"2,760",27320
2004642,12120,H1E 6A4,0,"1,870",18540
2106614,8399,H1E 3B5,0,740,7360
2107625,11524,H1E 5Z2,0,"3,030",28840
2165516,7835,H1E 6S3,0,"1,180",12070
2165516,7835,H1E 6S3,0,"1,180",12070
2105797,8584,H1E 3Z6,0,"1,560",15710
2165516,7835,H1E 6S3,0,"1,180",12070
2105797,8584,H1E 3Z6,0,"1,560",15710
2043255,11876,H1E 1N5,0,"3,080",29690
2165516,7835,H1E 6S3,0,"1,180",12070
2105797,8584,H1E 3Z6,0,"1,560",15710
2043255,11876,H1E 1N5,0,"3,080",29690
2043154,11808,H1E 2R7,0,"1,700",17090
2165516,7835,H1E 6S3,0,"1,180",12070
2105797,8584,H1E 3Z6,0,"1,560",15710
2043255,11876,H1E 1N5,0,"3,080",29690
2043154,11808,H1E 2R7,0,"1,700",17090
2043769,12311,H1E 4E7,0,"2,010",19370
5197413,8225,H1E 6Y4,0,"4,090",38920
5197413,8225,H1E 6Y4,0,"4,090",38920
5125330,7875,H1E 3B9,0,"3,950",37720
5197413,8225,H1E 6Y4,0,"4,090",38920
5125330,7875,H1E 3B9,0,"3,950",37720
2043267,11900,H1E 1N5,0,"2,480",24240
5197413,8225,H1E 6Y4,0,"4,090",38920
5125330,7875,H1E 3B9,0,"3,950",37720
2043267,11900,H1E 1N5,0,"2,480",24240
2006079,12285,H1E 1W6,0,"2,000",20850
5197413,8225,H1E 6Y4,0,"4,090",38920
5125330,7875,H1E 3B9,0,"3,950",37720
2043267,11900,H1E 1N5,0,"2,480",24240
2006079,12285,H1E 1W6,0,"2,000",20850
2105502,8640,H1E 5T7,0,"3,470",32950
2105552,8727,H1E 5C5,0,"3,140",30420
2105552,8727,H1E 5C5,0,"3,140",30420
2108047,8515,H1E 5R5,0,"2,320",22680
2105552,8727,H1E 5C5,0,"3,140",30420
2108047,8515,H1E 5R5,0,"2,320",22680
2042652,12249,H1E 1Z6,0,770,7720
2105552,8727,H1E 5C5,0,"3,140",30420
2108047,8515,H1E 5R5,0,"2,320",22680
2042652,12249,H1E 1Z6,0,770,7720
2105568,8590,H1E 4X9,0,"2,810",26870
2105552,8727,H1E 5C5,0,"3,140",30420
2108047,8515,H1E 5R5,0,"2,320",22680
2042652,12249,H1E 1Z6,0,770,7720
2105568,8590,H1E 4X9,0,"2,810",26870
2140389,7860,H1E 3K4,0,"2,160",21860
2105552,8727,H1E 5C5,0,"3,140",30420
2108047,8515,H1E 5R5,0,"2,320",22680
2042652,12249,H1E 1Z6,0,770,7720
2105568,8590,H1E 4X9,0,"2,810",26870
2140389,7860,H1E 3K4,0,"2,160",21860
2107632,11552,H1E 5Z2,0,"2,980",29330
2049856,11835,H1E 5C2,0,"2,470",23600
2049856,11835,H1E 5C2,0,"2,470",23600
2105817,8500,H1E 6W1,0,"2,970",28620
2049856,11835,H1E 5C2,0,"2,470",23600
2105817,8500,H1E 6W1,0,"2,970",28620
2007440,12240,H1E 2V7,0,"2,050",20190
2049856,11835,H1E 5C2,0,"2,470",23600
2105817,8500,H1E 6W1,0,"2,970",28620
2007440,12240,H1E 2V7,0,"2,050",20190
2005956,11670,H1E 3E6,0,"2,770",26070
2049856,11835,H1E 5C2,0,"2,470",23600
2105817,8500,H1E 6W1,0,"2,970",28620
2007440,12240,H1E 2V7,0,"2,050",20190
2005956,11670,H1E 3E6,0,"2,770",26070
2043702,12231,H1E 3Y9,0,"4,540",42810
2049856,11835,H1E 5C2,0,"2,470",23600
2105817,8500,H1E 6W1,0,"2,970",28620
2007440,12240,H1E 2V7,0,"2,050",20190
2005956,11670,H1E 3E6,0,"2,770",26070
2043702,12231,H1E 3Y9,0,"4,540",42810
2044182,8505,H1E 6W6,0,"2,240",22290
2049856,11835,H1E 5C2,0,"2,470",23600
2105817,8500,H1E 6W1,0,"2,970",28620
2007440,12240,H1E 2V7,0,"2,050",20190
2005956,11670,H1E 3E6,0,"2,770",26070
2043702,12231,H1E 3Y9,0,"4,540",42810
2044182,8505,H1E 6W6,0,"2,240",22290
2144877,12070,H1E 6T4,0,"2,240",21730
2006756,12191,H1E 1X7,0,"4,540",42820
2006270,11641,H1E 3X8,0,"3,100",29740
2006270,11641,H1E 3X8,0,"3,100",29740
2043590,12122,H1E 4B3,0,"3,590",34600
2006270,11641,H1E 3X8,0,"3,100",29740
2043590,12122,H1E 4B3,0,"3,590",34600
2144799,12045,H1E 7G7,0,"1,690",17010
2006270,11641,H1E 3X8,0,"3,100",29740
2043590,12122,H1E 4B3,0,"3,590",34600
2144799,12045,H1E 7G7,0,"1,690",17010
2105776,8376,H1E 3W5,0,"1,870",18470
2006270,11641,H1E 3X8,0,"3,100",29740
2043590,12122,H1E 4B3,0,"3,590",34600
2144799,12045,H1E 7G7,0,"1,690",17010
2105776,8376,H1E 3W5,0,"1,870",18470
2044725,12140,H1E 5T6,0,"3,750",35990
2006270,11641,H1E 3X8,0,"3,100",29740
2043590,12122,H1E 4B3,0,"3,590",34600
2144799,12045,H1E 7G7,0,"1,690",17010
2105776,8376,H1E 3W5,0,"1,870",18470
2044725,12140,H1E 5T6,0,"3,750",35990
2043615,12005,H1E 3Z9,0,"2,350",23060
2006270,11641,H1E 3X8,0,"3,100",29740
2043590,12122,H1E 4B3,0,"3,590",34600
2144799,12045,H1E 7G7,0,"1,690",17010
2105776,8376,H1E 3W5,0,"1,870",18470
2044725,12140,H1E 5T6,0,"3,750",35990
2043615,12005,H1E 3Z9,0,"2,350",23060
2006619,12239,H1E 1L6,0,"1,810",18300
2006270,11641,H1E 3X8,0,"3,100",29740
2043590,12122,H1E 4B3,0,"3,590",34600
2144799,12045,H1E 7G7,0,"1,690",17010
2105776,8376,H1E 3W5,0,"1,870",18470
2044725,12140,H1E 5T6,0,"3,750",35990
2043615,12005,H1E 3Z9,0,"2,350",23060
2006619,12239,H1E 1L6,0,"1,810",18300
2043211,11879,H1E 2R8,0,"2,460",24100
2043838,12351,H1E 4P3,0,"2,810",27290
2043838,12351,H1E 4P3,0,"2,810",27290
2006564,12166,H1E 1L5,0,"3,260",31750
2043838,12351,H1E 4P3,0,"2,810",27290
2006564,12166,H1E 1L5,0,"3,260",31750
2004702,12099,H1E 6A2,0,"1,570",15480
2043838,12351,H1E 4P3,0,"2,810",27290
2006564,12166,H1E 1L5,0,"3,260",31750
2004702,12099,H1E 6A2,0,"1,570",15480
2007287,12325,H1E 2Y1,0,"2,490",24340
2043838,12351,H1E 4P3,0,"2,810",27290
2006564,12166,H1E 1L5,0,"3,260",31750
2004702,12099,H1E 6A2,0,"1,570",15480
2007287,12325,H1E 2Y1,0,"2,490",24340
2004589,12056,H1E 5Z3,0,"2,210",21900
2043838,12351,H1E 4P3,0,"2,810",27290
2006564,12166,H1E 1L5,0,"3,260",31750
2004702,12099,H1E 6A2,0,"1,570",15480
2007287,12325,H1E 2Y1,0,"2,490",24340
2004589,12056,H1E 5Z3,0,"2,210",21900
2138610,11813,H1E 6R9,0,"3,070",29860
2043838,12351,H1E 4P3,0,"2,810",27290
2006564,12166,H1E 1L5,0,"3,260",31750
2004702,12099,H1E 6A2,0,"1,570",15480
2007287,12325,H1E 2Y1,0,"2,490",24340
2004589,12056,H1E 5Z3,0,"2,210",21900
2138610,11813,H1E 6R9,0,"3,070",29860
2043343,11819,H1E 4N2,0,"2,600",25680
2043838,12351,H1E 4P3,0,"2,810",27290
2006564,12166,H1E 1L5,0,"3,260",31750
2004702,12099,H1E 6A2,0,"1,570",15480
2007287,12325,H1E 2Y1,0,"2,490",24340
2004589,12056,H1E 5Z3,0,"2,210",21900
2138610,11813,H1E 6R9,0,"3,070",29860
2043343,11819,H1E 4N2,0,"2,600",25680
2107462,7765,H1E 3B9,0,"2,960",28230
2004685,12115,H1E 6A3,0,"2,240",22200
2004685,12115,H1E 6A3,0,"2,240",22200
2005594,12084,H1E 1V9,0,"1,750",18150
2004685,12115,H1E 6A3,0,"2,240",22200
2005594,12084,H1E 1V9,0,"1,750",18150
2107373,11715,H1E 3R6,0,"3,320",32260
2004685,12115,H1E 6A3,0,"2,240",22200
2005594,12084,H1E 1V9,0,"1,750",18150
2107373,11715,H1E 3R6,0,"3,320",32260
2106445,7889,H1E 1M2,0,"2,280",21920
2004685,12115,H1E 6A3,0,"2,240",22200
2005594,12084,H1E 1V9,0,"1,750",18150
2107373,11715,H1E 3R6,0,"3,320",32260
2106445,7889,H1E 1M2,0,"2,280",21920
2044649,12276,H1E 5V3,0,"5,060",47320
2106621,8345,H1E 3B5,0,"1,210",12660
2106621,8345,H1E 3B5,0,"1,210",12660
2043310,11810,H1E 4C1,0,"2,420",23120
2106621,8345,H1E 3B5,0,"1,210",12660
2043310,11810,H1E 4C1,0,"2,420",23120
2005637,12042,H1E 1V9,0,"1,550",15640
2106621,8345,H1E 3B5,0,"1,210",12660
2043310,11810,H1E 4C1,0,"2,420",23120
2005637,12042,H1E 1V9,0,"1,550",15640
2141478,11896,H1E 7M7,0,"2,780",27040
2043755,12231,H1E 4E7,0,"3,210",31100
2043755,12231,H1E 4E7,0,"3,210",31100
2105772,8336,H1E 3W5,0,"3,250",31580
2004677,12123,H1E 6A3,0,"1,710",17240
2004677,12123,H1E 6A3,0,"1,710",17240
2005357,11690,H1E 3T4,0,"3,080",30180
2004677,12123,H1E 6A3,0,"1,710",17240
2005357,11690,H1E 3T4,0,"3,080",30180
2105802,8545,H1E 6W1,0,950,9650
2004677,12123,H1E 6A3,0,"1,710",17240
2005357,11690,H1E 3T4,0,"3,080",30180
2105802,8545,H1E 6W1,0,950,9650
2105577,8591,H1E 5R5,0,"2,210",21540
2004677,12123,H1E 6A3,0,"1,710",17240
2005357,11690,H1E 3T4,0,"3,080",30180
2105802,8545,H1E 6W1,0,950,9650
2105577,8591,H1E 5R5,0,"2,210",21540
2106656,7890,H1E 3H1,0,"1,330",13760
2106656,7890,H1E 3H1,0,910,8990
2106656,7890,H1E 3H1,0,"1,150",12210
2106656,7890,H1E 3H1,0,660,6360
2106656,7890,H1E 3H1,0,"1,000",10480
2106656,7890,H1E 3H1,0,660,6280
2106656,7890,H1E 3H1,0,380,2620
2004677,12123,H1E 6A3,0,"1,710",17240
2005357,11690,H1E 3T4,0,"3,080",30180
2105802,8545,H1E 6W1,0,950,9650
2105577,8591,H1E 5R5,0,"2,210",21540
2106656,7890,H1E 3H1,0,"1,330",13760
2106656,7890,H1E 3H1,0,910,8990
2106656,7890,H1E 3H1,0,"1,150",12210
2106656,7890,H1E 3H1,0,660,6360
2106656,7890,H1E 3H1,0,"1,000",10480
2106656,7890,H1E 3H1,0,660,6280
2106656,7890,H1E 3H1,0,380,2620
2106936,8366,H1E 3W4,0,"2,740",27220
2004677,12123,H1E 6A3,0,"1,710",17240
2005357,11690,H1E 3T4,0,"3,080",30180
2105802,8545,H1E 6W1,0,950,9650
2105577,8591,H1E 5R5,0,"2,210",21540
2106656,7890,H1E 3H1,0,"1,330",13760
2106656,7890,H1E 3H1,0,910,8990
2106656,7890,H1E 3H1,0,"1,150",12210
2106656,7890,H1E 3H1,0,660,6360
2106656,7890,H1E 3H1,0,"1,000",10480
2106656,7890,H1E 3H1,0,660,6280
2106656,7890,H1E 3H1,0,380,2620
2106936,8366,H1E 3W4,0,"2,740",27220
2005898,12058,H1E 1W5,0,"1,420",14760
2004677,12123,H1E 6A3,0,"1,710",17240
2005357,11690,H1E 3T4,0,"3,080",30180
2105802,8545,H1E 6W1,0,950,9650
2105577,8591,H1E 5R5,0,"2,210",21540
2106656,7890,H1E 3H1,0,"1,330",13760
2106656,7890,H1E 3H1,0,910,8990
2106656,7890,H1E 3H1,0,"1,150",12210
2106656,7890,H1E 3H1,0,660,6360
2106656,7890,H1E 3H1,0,"1,000",10480
2106656,7890,H1E 3H1,0,660,6280
2106656,7890,H1E 3H1,0,380,2620
2106936,8366,H1E 3W4,0,"2,740",27220
2005898,12058,H1E 1W5,0,"1,420",14760
2105575,8585,H1E 4G7,0,"2,620",25790
2104907,8396,H1E 5W8,0,"1,200",12430
2104907,8396,H1E 5W8,0,"1,200",12430
2019426,11825,H1E 3N3,0,"1,120",11410
2104907,8396,H1E 5W8,0,"1,200",12430
2019426,11825,H1E 3N3,0,"1,120",11410
2106467,7752,H1E 5Z6,0,"1,140",11740
2104907,8396,H1E 5W8,0,"1,200",12430
2019426,11825,H1E 3N3,0,"1,120",11410
2106467,7752,H1E 5Z6,0,"1,140",11740
2004644,12122,H1E 6A4,0,"2,820",27950
2104907,8396,H1E 5W8,0,"1,200",12430
2019426,11825,H1E 3N3,0,"1,120",11410
2106467,7752,H1E 5Z6,0,"1,140",11740
2004644,12122,H1E 6A4,0,"2,820",27950
2006867,8095,H1E 3Y6,0,"4,240",39830
2104907,8396,H1E 5W8,0,"1,200",12430
2019426,11825,H1E 3N3,0,"1,120",11410
2106467,7752,H1E 5Z6,0,"1,140",11740
2004644,12122,H1E 6A4,0,"2,820",27950
2006867,8095,H1E 3Y6,0,"4,240",39830
2042427,12350,H1E 1Z7,0,"1,840",18030
2104907,8396,H1E 5W8,0,"1,200",12430
2019426,11825,H1E 3N3,0,"1,120",11410
2106467,7752,H1E 5Z6,0,"1,140",11740
2004644,12122,H1E 6A4,0,"2,820",27950
2006867,8095,H1E 3Y6,0,"4,240",39830
2042427,12350,H1E 1Z7,0,"1,840",18030
2004745,12067,H1E 6A8,0,"2,880",27520
2005859,12196,H1E 1W7,0,"1,680",17010
2005859,12196,H1E 1W7,0,"1,680",17010
2105455,8487,H1E 4Y9,0,930,9460
2005859,12196,H1E 1W7,0,"1,680",17010
2105455,8487,H1E 4Y9,0,930,9460
2044309,12321,H1E 4K8,0,"3,190",30590
2005859,12196,H1E 1W7,0,"1,680",17010
2105455,8487,H1E 4Y9,0,930,9460
2044309,12321,H1E 4K8,0,"3,190",30590
2044115,11876,H1E 4H1,0,"2,220",22070
2005859,12196,H1E 1W7,0,"1,680",17010
2105455,8487,H1E 4Y9,0,930,9460
2044309,12321,H1E 4K8,0,"3,190",30590
2044115,11876,H1E 4H1,0,"2,220",22070
2005849,12226,H1E 1W7,0,"1,640",16710
2005859,12196,H1E 1W7,0,"1,680",17010
2105455,8487,H1E 4Y9,0,930,9460
2044309,12321,H1E 4K8,0,"3,190",30590
2044115,11876,H1E 4H1,0,"2,220",22070
2005849,12226,H1E 1W7,0,"1,640",16710
2106690,7870,H1E 3H1,0,840,8480
2106690,7870,H1E 3H1,0,"1,370",13420
2106690,7870,H1E 3H1,0,"1,670",17020
2106690,7870,H1E 3H1,0,"1,910",19980
2106690,7870,H1E 3H1,0,"1,250",12590
2106690,7870,H1E 3H1,0,930,9910
2106690,7870,H1E 3H1,0,"1,260",12870
2106690,7870,H1E 3H1,0,"1,720",17090
2106690,7870,H1E 3H1,0,560,4910
2005859,12196,H1E 1W7,0,"1,680",17010
2105455,8487,H1E 4Y9,0,930,9460
2044309,12321,H1E 4K8,0,"3,190",30590
2044115,11876,H1E 4H1,0,"2,220",22070
2005849,12226,H1E 1W7,0,"1,640",16710
2106690,7870,H1E 3H1,0,840,8480
2106690,7870,H1E 3H1,0,"1,370",13420
2106690,7870,H1E 3H1,0,"1,670",17020
2106690,7870,H1E 3H1,0,"1,910",19980
2106690,7870,H1E 3H1,0,"1,250",12590
2106690,7870,H1E 3H1,0,930,9910
2106690,7870,H1E 3H1,0,"1,260",12870
2106690,7870,H1E 3H1,0,"1,720",17090
2106690,7870,H1E 3H1,0,560,4910
2004777,7846,H1E 6A6,0,"2,480",24560
2005859,12196,H1E 1W7,0,"1,680",17010
2105455,8487,H1E 4Y9,0,930,9460
2044309,12321,H1E 4K8,0,"3,190",30590
2044115,11876,H1E 4H1,0,"2,220",22070
2005849,12226,H1E 1W7,0,"1,640",16710
2106690,7870,H1E 3H1,0,840,8480
2106690,7870,H1E 3H1,0,"1,370",13420
2106690,7870,H1E 3H1,0,"1,670",17020
2106690,7870,H1E 3H1,0,"1,910",19980
2106690,7870,H1E 3H1,0,"1,250",12590
2106690,7870,H1E 3H1,0,930,9910
2106690,7870,H1E 3H1,0,"1,260",12870
2106690,7870,H1E 3H1,0,"1,720",17090
2106690,7870,H1E 3H1,0,560,4910
2004777,7846,H1E 6A6,0,"2,480",24560
2005755,12205,H1E 1W2,0,"3,670",35000
2106547,8035,H1E 3E2,0,770,7750
2106547,8035,H1E 3E2,0,770,7750
2106555,8336,H1E 3A3,0,"1,220",12270
2106547,8035,H1E 3E2,0,770,7750
2106555,8336,H1E 3A3,0,"1,220",12270
2006439,8037,H1E 2W3,0,"2,350",23340
2106547,8035,H1E 3E2,0,770,7750
2106555,8336,H1E 3A3,0,"1,220",12270
2006439,8037,H1E 2W3,0,"2,350",23340
2006104,12355,H1E 1W8,0,"1,600",16010
2106547,8035,H1E 3E2,0,770,7750
2106555,8336,H1E 3A3,0,"1,220",12270
2006439,8037,H1E 2W3,0,"2,350",23340
2006104,12355,H1E 1W8,0,"1,600",16010
2157167,8357,H1E 7H2,0,"2,220",21810
2106547,8035,H1E 3E2,0,770,7750
2106555,8336,H1E 3A3,0,"1,220",12270
2006439,8037,H1E 2W3,0,"2,350",23340
2006104,12355,H1E 1W8,0,"1,600",16010
2157167,8357,H1E 7H2,0,"2,220",21810
2106427,7854,H1E 1M3,0,"3,650",34920
2106547,8035,H1E 3E2,0,770,7750
2106555,8336,H1E 3A3,0,"1,220",12270
2006439,8037,H1E 2W3,0,"2,350",23340
2006104,12355,H1E 1W8,0,"1,600",16010
2157167,8357,H1E 7H2,0,"2,220",21810
2106427,7854,H1E 1M3,0,"3,650",34920
2144778,12081,H1E 7G7,0,"2,600",25550
2044050,12315,H1E 4P8,0,"3,040",29330
2044050,12315,H1E 4P8,0,"3,040",29330
2005732,12073,H1E 1W1,0,"2,040",20220
2044050,12315,H1E 4P8,0,"3,040",29330
2005732,12073,H1E 1W1,0,"2,040",20220
2106629,8095,H1E 2S6,0,"3,460",33050
2044050,12315,H1E 4P8,0,"3,040",29330
2005732,12073,H1E 1W1,0,"2,040",20220
2106629,8095,H1E 2S6,0,"3,460",33050
2141516,11823,H1E 7C4,0,"2,960",29020
2044050,12315,H1E 4P8,0,"3,040",29330
2005732,12073,H1E 1W1,0,"2,040",20220
2106629,8095,H1E 2S6,0,"3,460",33050
2141516,11823,H1E 7C4,0,"2,960",29020
2105515,8660,H1E 4R2,0,"2,670",26090
2044050,12315,H1E 4P8,0,"3,040",29330
2005732,12073,H1E 1W1,0,"2,040",20220
2106629,8095,H1E 2S6,0,"3,460",33050
2141516,11823,H1E 7C4,0,"2,960",29020
2105515,8660,H1E 4R2,0,"2,670",26090
2043789,12282,H1E 4P4,0,"4,990",46730
2044050,12315,H1E 4P8,0,"3,040",29330
2005732,12073,H1E 1W1,0,"2,040",20220
2106629,8095,H1E 2S6,0,"3,460",33050
2141516,11823,H1E 7C4,0,"2,960",29020
2105515,8660,H1E 4R2,0,"2,670",26090
2043789,12282,H1E 4P4,0,"4,990",46730
2044636,12118,H1E 4J2,0,"4,110",39120
2044050,12315,H1E 4P8,0,"3,040",29330
2005732,12073,H1E 1W1,0,"2,040",20220
2106629,8095,H1E 2S6,0,"3,460",33050
2141516,11823,H1E 7C4,0,"2,960",29020
2105515,8660,H1E 4R2,0,"2,670",26090
2043789,12282,H1E 4P4,0,"4,990",46730
2044636,12118,H1E 4J2,0,"4,110",39120
2043156,11812,H1E 2R7,0,"1,520",15360
2105433,8060,H1E 1L2,0,"2,410",23770
2105433,8060,H1E 1L2,0,"2,410",23770
2043293,11856,H1E 4C1,0,"1,200",12290
2105433,8060,H1E 1L2,0,"2,410",23770
2043293,11856,H1E 4C1,0,"1,200",12290
